ts,gpu_index,power_w,util_gpu_pct,util_mem_pct,mem_used_mb,temp_c
1774797639.986,0,209.29,100,70,4014,78
1774797640.227,0,206.29,100,64,4014,78
1774797640.461,0,205.68,100,71,4014,78
1774797640.694,0,204.96,100,60,4014,77
1774797640.926,0,205.21,100,70,4014,77
1774797641.158,0,205.74,100,68,4028,77
1774797641.392,0,206.56,99,56,4007,78
1774797641.625,0,207.43,100,62,4004,78
1774797641.860,0,207.20,100,56,4013,78
1774797642.093,0,206.35,100,61,4013,77
1774797642.326,0,205.63,100,69,4013,77
1774797642.560,0,206.62,100,63,4013,77
1774797642.790,0,206.83,100,70,4013,77
1774797643.020,0,207.35,100,73,4018,77
1774797643.256,0,207.14,100,58,4018,77
1774797643.489,0,207.76,100,70,4010,77
1774797643.722,0,207.58,100,69,4010,77
1774797643.956,0,207.68,100,65,4010,77
1774797644.189,0,207.18,100,72,4010,77
1774797644.424,0,208.13,100,68,4010,77
1774797644.656,0,207.71,100,72,4010,77
1774797644.896,0,206.54,100,57,4010,77
1774797645.127,0,205.09,100,63,4010,77
1774797645.362,0,203.94,100,65,4010,77
1774797645.605,0,203.76,100,66,4010,77
1774797645.838,0,204.31,100,72,4007,77
1774797646.076,0,206.62,100,61,4007,77
1774797646.311,0,208.43,100,71,4007,77
1774797646.543,0,209.97,100,69,4007,77
1774797646.773,0,210.88,100,59,4007,77
1774797647.007,0,209.85,100,61,4015,77
1774797647.245,0,208.77,100,66,4010,77
1774797647.479,0,207.78,100,68,4010,77
1774797647.709,0,206.67,100,58,4010,77
1774797647.962,0,205.78,100,70,4009,77
1774797648.192,0,205.69,100,71,4009,77
1774797648.424,0,206.70,100,63,4009,77
1774797648.656,0,207.62,100,72,4009,77
1774797648.886,0,208.58,100,62,4009,77
1774797649.117,0,208.47,100,73,4009,77
1774797649.348,0,207.78,100,61,4009,77
1774797649.580,0,206.76,100,72,4009,77
1774797649.811,0,204.89,100,65,4004,77
1774797650.047,0,204.53,100,66,3999,77
1774797650.278,0,204.39,100,70,3999,77
1774797650.522,0,205.20,100,60,3999,77
1774797650.753,0,205.95,100,66,3999,77
1774797650.984,0,207.17,100,72,3999,77
1774797651.216,0,207.39,100,62,3999,77
1774797651.454,0,206.98,100,67,3999,77
1774797651.685,0,207.49,100,65,3999,77
1774797651.919,0,207.55,100,72,3999,77
1774797652.150,0,207.51,100,61,3999,77
1774797652.380,0,207.33,100,68,3999,77
1774797652.616,0,205.97,100,71,3999,77
