ts,gpu_index,power_w,util_gpu_pct,util_mem_pct,mem_used_mb,temp_c
1774541939.867,0,200.92,100,65,3569,78
1774541939.279,0,201.21,100,61,3569,78
1774541939.522,0,200.99,100,53,3569,78
1774541939.762,0,201.48,100,66,3569,78
1774541939.996,0,201.65,100,65,3569,78
1774541940.234,0,201.04,100,56,3569,78
1774541940.470,0,200.90,100,60,3569,77
1774541940.737,0,200.34,100,59,3569,77
1774541940.971,0,199.02,100,65,3569,78
1774541941.209,0,198.38,100,59,3569,78
1774541941.443,0,198.99,100,56,3569,78
1774541941.675,0,199.50,100,66,3569,77
1774541941.909,0,199.76,100,59,3569,77
1774541942.142,0,200.84,100,60,3569,77
1774541942.373,0,201.53,100,57,3569,78
1774541942.611,0,201.54,100,56,3569,78
1774541942.843,0,201.80,100,65,3569,78
1774541943.083,0,201.93,100,52,3569,78
1774541943.315,0,202.32,100,62,3569,78
1774541943.551,0,202.38,100,65,3569,78
1774541943.781,0,202.58,100,53,3569,78
1774541944.019,0,202.76,100,65,3569,78
1774541944.251,0,201.55,100,67,3569,78
1774541944.482,0,198.53,100,64,3569,77
1774541944.716,0,197.94,100,65,3569,77
1774541944.950,0,198.02,100,52,3569,77
1774541945.181,0,197.82,100,65,3569,78
1774541945.415,0,200.75,100,66,3569,78
1774541945.673,0,202.16,100,52,3569,78
1774541945.907,0,201.81,100,64,3569,78
1774541946.141,0,200.67,100,62,3569,78
1774541946.380,0,199.90,100,65,3569,77
1774541946.614,0,199.30,100,60,3569,77
1774541946.845,0,199.60,100,60,3569,77
1774541947.079,0,200.76,100,65,3569,78
1774541947.312,0,201.04,100,58,3569,78
1774541947.552,0,201.20,100,60,3569,78
1774541947.793,0,201.24,100,64,3569,78
1774541948.036,0,200.54,100,54,3569,78
1774541948.271,0,200.58,100,66,3569,78
1774541948.505,0,200.79,100,55,3569,78
1774541948.739,0,200.78,100,64,3569,78
1774541948.976,0,200.92,100,67,3569,78
1774541949.209,0,201.10,100,57,3569,78
1774541949.441,0,201.16,100,65,3569,77
1774541949.673,0,201.23,100,67,3569,77
1774541949.907,0,201.11,100,54,3569,77
1774541950.142,0,201.49,100,63,3569,78
1774541950.374,0,201.46,100,55,3569,78
1774541950.620,0,201.36,100,64,3569,78
1774541950.852,0,201.98,100,67,3569,78
1774541951.092,0,201.81,100,53,3569,78
1774541951.326,0,202.06,100,66,3569,78
1774541951.561,0,201.95,100,67,3569,78
1774541951.793,0,202.09,100,54,3569,78
1774541952.027,0,202.43,100,62,3569,78
1774541952.263,0,200.38,100,54,3569,78
1774541952.492,0,198.34,100,60,3569,78
1774541952.726,0,197.50,100,58,3569,77
