ts,gpu_index,power_w,util_gpu_pct,util_mem_pct,mem_used_mb,temp_c
1775734063.412,0,202.38,100,66,5096,77
1775734063.643,0,202.04,100,61,5091,77
1775734063.884,0,201.68,100,68,5091,77
1775734064.119,0,202.20,100,64,5089,77
1775734064.354,0,201.80,100,62,5089,77
1775734064.600,0,201.41,100,60,5086,77
1775734064.838,0,201.39,100,62,5086,77
1775734065.073,0,201.71,100,69,5086,77
1775734065.304,0,201.83,100,59,5086,77
1775734065.545,0,197.60,100,66,5086,77
1775734065.784,0,195.01,100,65,5086,75
1775734066.021,0,198.63,100,72,5086,75
1775734066.257,0,201.18,100,73,5085,78
1775734066.486,0,202.15,100,58,5085,78
1775734066.719,0,205.23,100,67,5084,78
1775734066.970,0,203.48,100,65,5084,78
1775734067.192,0,194.14,100,66,5084,75
1775734067.431,0,192.04,100,71,5083,75
1775734067.663,0,190.39,100,58,5083,76
1775734067.896,0,196.22,100,67,5081,76
1775734068.131,0,199.07,100,69,5081,77
1775734068.362,0,202.06,100,61,5080,77
1775734068.591,0,203.07,100,69,5080,76
1775734068.837,0,201.26,100,56,5079,76
1775734069.072,0,199.47,100,68,5079,77
1775734069.335,0,198.09,100,67,5079,77
1775734069.573,0,198.60,100,56,5079,77
1775734069.813,0,201.16,100,65,5079,77
1775734070.048,0,202.12,100,61,5078,77
1775734070.278,0,206.84,100,71,5078,77
1775734070.514,0,208.07,100,62,5078,77
1775734070.749,0,208.82,100,65,5078,77
1775734070.980,0,206.17,100,59,5076,78
1775734071.219,0,204.25,100,65,5076,78
1775734071.452,0,202.03,100,71,5072,77
1775734071.711,0,199.29,100,59,5072,77
1775734071.938,0,199.45,100,68,5072,77
1775734072.171,0,200.65,100,68,5068,77
1775734072.403,0,200.74,100,68,5068,77
1775734072.638,0,200.76,100,69,5066,77
1775734072.874,0,200.38,100,55,5066,77
1775734073.106,0,200.65,100,62,5053,77
1775734073.336,0,201.78,100,70,5061,77
1775734073.566,0,202.17,100,68,5061,77
1775734073.813,0,203.48,100,70,5061,77
1775734074.044,0,204.07,100,59,5061,77
1775734074.274,0,203.50,100,68,5061,77
1775734074.506,0,197.91,100,67,5061,77
1775734074.737,0,199.32,100,59,5061,75
1775734074.971,0,201.48,100,70,5061,75
1775734075.205,0,200.85,100,65,5061,78
1775734075.435,0,203.51,100,69,5061,78
1775734075.670,0,206.64,100,62,5061,77
1775734075.908,0,204.47,100,65,5061,77
1775734076.141,0,202.90,100,69,5061,77
1775734076.372,0,202.19,100,63,5061,77
1775734076.604,0,202.35,100,70,5061,77
1775734076.840,0,202.77,100,59,5061,77
1775734077.072,0,202.16,100,68,5061,77
1775734077.305,0,201.88,100,70,5061,77
1775734077.537,0,202.76,100,60,5047,77
